event_count,country_United_States,country_Saudi_Arabia,country_India,country_Britain,country_Italy,average_load_time,max_load_time,event_bench_load_success_count,event_profile_search_success_count,event_add_profile_success_count,event_upgrade_plan_count,event_pricing_model_count,event_profile_load_fail_count,event_email_receipt_count,platform_all_count,platform_brbench_count,platform_fb_count,platform_hashtags_count,platform_ig._count,platform_ig_count,platform_li_count,platform_meta_count,platform_nan_count,platform_tk_count,platform_tw_count,platform_xch_count,platform_yt_count,platform_total_count,view_add,view_addprofiles,view_ads,view_bench,view_benchmark,view_brands,view_campaigns,view_connect,view_content-pillars,view_hashtag,view_nan,view_page,view_postsfeed,view_profile,view_proj,view_projecthome,view_reports,view_search,view_settings,view_upgradeplan
127,0,0,0,0,0,1.4546,1.828,0,6,9,0,0,0,4,0,0,8,0,0,81,0,0,14,0,2,22,0,149.2826,0,0,0,0,0,0,0,0,0,0,50,0,0,73,0,4,0,0,0,0
30,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,12,0,0,0,0,0,1,0,1,15,1,0,11,2,48.882,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,4,0,0,0,0
188,0,0,0,0,0,2.1399642857142855,3.362,0,13,8,0,0,0,12,0,0,30,0,0,37,0,0,17,52,0,52,0,226.50196428571428,0,0,0,0,0,0,0,0,0,0,76,0,0,95,0,17,0,0,0,0
89,0,0,0,0,0,3.623857142857143,11.048,0,7,13,0,0,3,10,0,0,29,0,0,4,4,0,12,4,0,32,4,136.67185714285714,0,0,0,0,0,0,0,0,0,0,65,0,0,18,0,6,0,0,0,0
37,0,0,0,0,0,1.3306666666666667,1.76,1,4,2,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,18,0,48.090666666666664,0,0,0,0,4,0,0,0,0,0,23,0,0,9,0,2,0,0,0,0
207,0,0,0,0,1,1.78953125,5.752,0,13,21,0,0,0,2,0,0,0,0,0,51,0,0,8,62,0,53,33,251.54153125,0,0,0,0,0,0,0,0,0,0,89,0,0,104,0,14,0,0,0,0
8,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,19.881999999999998,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3
163,0,0,0,0,0,2.407235294117647,8.581,0,8,8,4,4,0,0,0,0,0,0,0,0,0,0,8,0,0,67,93,202.98823529411766,0,0,0,0,0,0,0,0,0,0,73,0,0,75,1,16,0,0,0,3
4,1,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,8.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,6.123833333333334,32.624,0,1,1,2,2,0,12,0,0,0,0,0,15,0,0,16,0,0,13,0,100.74783333333333,0,0,0,0,0,0,0,0,0,0,26,0,4,12,0,0,0,0,0,2
47,0,0,1,0,0,1.641857142857143,2.354,0,2,2,0,0,0,1,0,0,0,0,0,31,0,0,3,0,0,13,0,56.99585714285715,0,0,0,0,0,0,0,0,0,0,17,0,0,25,0,5,0,0,0,0
56,0,0,0,0,0,12.802249999999999,34.471,0,4,4,0,0,0,12,0,0,6,0,0,6,0,0,14,0,8,15,7,123.27324999999999,0,0,0,0,0,0,0,0,0,0,32,0,0,19,0,5,0,0,0,0
63,0,0,0,0,0,1.2650000000000001,2.068,0,1,1,0,0,0,12,0,0,0,0,0,29,0,0,28,0,0,6,0,80.333,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,2,0,0,0,0
171,0,0,1,0,0,1.2325384615384616,2.517,8,20,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,120,50,213.74953846153846,0,0,0,0,31,0,25,0,0,0,99,0,0,0,0,15,0,0,0,1
214,0,0,1,0,0,5.058257142857142,20.993,11,18,13,3,3,0,3,0,3,3,0,0,0,63,0,5,0,51,89,0,292.05125714285714,0,0,0,0,42,0,13,0,0,0,85,0,3,44,0,23,1,0,0,3
288,0,0,1,0,0,0.7390810810810811,2.168,16,2,2,17,3,0,11,0,3,3,0,0,123,0,0,19,0,0,140,0,342.90708108108106,0,0,0,0,63,0,26,0,0,18,35,0,29,66,0,17,10,0,24,0
71,0,0,0,1,0,1.1944285714285716,4.033,0,3,1,11,1,0,0,0,0,0,0,0,0,0,0,2,0,0,34,35,93.22742857142858,1,0,0,0,0,0,0,0,0,0,23,0,0,33,0,4,0,0,10,0
170,0,0,0,0,0,4.73983870967742,21.6,0,7,7,0,0,0,12,0,0,0,0,0,111,0,0,15,0,0,44,0,222.33983870967742,0,0,0,0,0,0,0,0,0,0,61,0,0,90,0,19,0,0,0,0
149,0,0,1,0,0,2.0984166666666666,12.748,10,4,4,1,1,3,1,0,3,0,0,0,109,0,0,5,0,0,32,0,188.84641666666667,0,0,0,0,40,0,2,0,0,0,33,0,0,62,0,11,1,0,0,0
72,0,0,0,0,0,2.7211666666666665,3.804,0,4,4,0,0,0,12,0,0,7,0,0,7,0,0,16,0,10,22,10,98.52516666666666,0,0,0,0,0,0,0,0,0,0,37,0,0,26,0,9,0,0,0,0
28,0,0,0,0,0,3.723333333333333,5.873,0,2,2,0,0,1,0,0,0,6,0,0,7,0,0,3,0,0,12,0,42.596333333333334,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,3,0,0,0,0
14,0,0,0,0,1,1.7409999999999999,3.141,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,11,0,21.881999999999998,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0
61,1,0,0,0,0,1.8928571428571428,2.668,0,1,1,0,0,2,2,1,0,0,0,0,33,0,3,5,0,0,19,0,71.56085714285715,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,4,0,0,0,0
60,0,0,0,0,0,1.425,1.907,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,4,29,0,27,0,68.332,0,0,0,0,0,0,0,0,0,0,37,0,0,17,0,6,0,0,0,0
43,0,0,1,0,0,1.7654,1.859,0,2,2,0,0,0,2,0,0,0,0,0,28,0,0,9,0,0,6,0,53.6244,0,0,0,0,0,0,0,0,0,0,19,0,0,24,0,0,0,0,0,0
35,0,0,0,0,1,1.6443333333333332,2.316,0,3,3,0,0,1,0,0,0,0,0,0,24,0,0,1,0,0,10,0,46.96033333333333,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0
24,0,0,0,0,0,1.7409999999999999,3.141,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,16,0,0,8,0,42.882,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
108,0,0,0,1,0,1.3091818181818182,2.999,0,1,1,0,0,0,12,0,0,0,0,0,84,0,0,17,0,0,7,0,127.30818181818182,0,0,0,0,0,0,0,0,0,0,24,0,0,74,0,3,0,0,7,0
3,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0.9524999999999999,1.537,4,2,2,0,0,0,2,0,0,0,0,0,22,0,0,4,0,0,14,0,52.4895,0,0,0,0,15,0,6,0,0,0,16,0,0,2,0,0,1,0,0,0
347,0,0,0,0,0,1.4416,10.383,1,13,13,6,6,3,0,0,0,5,0,0,252,0,0,3,0,0,89,0,402.8246,0,0,0,0,4,0,0,0,0,0,97,0,0,215,0,27,0,0,0,6
13,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,17.881999999999998,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0
176,0,0,0,0,0,0.5928125000000001,1.288,14,19,18,0,0,0,12,0,7,34,0,0,18,16,0,30,3,3,62,3,240.8808125,0,0,0,0,48,4,4,0,0,0,110,0,0,2,0,6,2,0,0,0
73,0,0,0,0,0,2.168833333333333,3.873,2,2,1,1,1,0,4,0,0,0,0,0,41,0,0,9,0,0,23,0,90.04183333333333,0,0,0,0,6,0,5,0,0,0,18,0,0,31,0,9,4,0,0,0
2,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
62,0,0,1,0,0,2.3306666666666667,4.153,0,3,3,0,0,0,1,0,0,0,0,0,44,0,0,4,0,0,14,0,76.48366666666666,0,0,0,0,0,0,0,0,0,0,22,0,0,36,0,4,0,0,0,0
282,0,0,0,0,0,4.378255813953488,23.48,0,12,10,1,1,1,0,0,0,0,0,0,0,0,0,1,213,0,68,0,334.8582558139535,0,0,0,0,0,0,0,0,0,0,68,0,10,184,0,19,1,0,0,0
28,0,0,0,0,0,1.43,1.43,0,1,1,1,1,0,11,0,0,0,0,0,4,0,0,18,0,0,6,0,45.86,0,0,0,0,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,1
50,1,0,0,0,0,1.1774,1.541,1,5,2,0,0,2,0,0,0,0,0,0,32,0,0,1,0,0,17,0,62.7184,0,0,0,0,5,0,0,0,0,0,22,0,0,21,0,2,0,0,0,0
6,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2
48,0,0,0,0,0,1.7409999999999999,3.141,0,6,3,0,0,0,12,0,0,2,0,0,0,2,0,19,0,0,23,2,73.882,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,5,0,0,0,0
36,0,1,0,0,0,2.149,3.026,0,1,1,3,3,1,9,0,0,0,0,0,11,0,0,11,0,0,14,0,59.175,0,0,0,0,0,0,0,0,0,0,25,0,0,8,0,0,0,0,0,3
269,0,0,0,0,0,1.03458,21.125,9,12,11,0,0,0,11,0,0,184,0,0,1,0,0,18,0,0,66,0,334.15958,0,0,0,0,34,0,7,0,0,0,80,0,37,101,0,9,1,0,0,0
171,1,0,0,0,0,1.446842105263158,2.236,0,17,10,0,0,5,0,0,0,0,0,0,39,0,0,1,36,0,72,23,206.68284210526315,0,0,0,0,0,0,0,0,0,0,76,0,4,70,0,21,0,0,0,0
3,0,1,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0.822125,2.032,0,2,2,0,0,0,1,0,0,39,0,0,0,0,0,3,0,0,10,0,59.854124999999996,0,0,0,0,0,0,0,0,0,0,17,0,0,33,0,2,0,0,0,0
500,0,0,0,0,0,1.4468333333333334,18.364,6,14,13,2,2,0,2,0,0,0,0,0,61,298,0,7,0,0,75,59,558.8108333333333,0,0,0,0,19,0,4,0,0,0,77,0,0,370,0,28,2,0,0,0
73,0,0,1,0,0,0.62,1.271,0,1,1,0,0,0,11,0,0,0,0,0,0,27,0,16,0,0,30,0,88.89099999999999,0,0,0,0,0,0,7,0,0,0,33,0,0,23,0,6,4,0,0,0
2,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
5,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,10.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,12.69176923076923,26.8,1,9,3,0,0,0,6,0,0,18,0,0,13,8,0,8,0,0,34,0,139.49176923076922,0,0,0,0,3,0,0,0,0,0,37,0,0,30,0,11,0,0,0,0
22,0,0,0,1,0,1.4874999999999998,1.599,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,12,0,28.0865,0,0,0,0,0,0,4,0,0,0,10,0,0,5,0,2,1,0,0,0
46,0,0,0,0,1,1.388,1.491,0,3,2,0,0,0,11,0,0,0,0,0,19,0,0,16,0,0,11,0,65.87899999999999,0,0,0,0,0,0,0,0,0,0,30,0,0,15,0,1,0,0,0,0
235,1,0,0,0,0,1.209941176470588,4.598,4,5,5,4,4,0,10,0,0,1,0,0,45,5,6,22,22,8,118,8,272.8079411764706,0,0,0,0,15,13,7,0,0,0,103,0,11,38,0,30,12,0,2,4
435,0,0,0,0,0,5.007720588235294,31.719,1,9,8,7,5,0,12,0,0,30,0,0,5,0,0,15,240,0,145,0,513.7267205882354,0,0,0,0,4,0,7,0,0,0,110,0,13,244,0,52,2,0,0,3
68,0,0,0,0,0,1.91925,2.687,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,39,0,75.60625,0,0,0,0,0,0,0,0,0,4,23,0,6,24,0,8,3,0,0,0
2,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
58,0,0,1,0,0,1.63025,1.823,0,6,3,0,0,2,0,0,0,0,0,0,30,0,0,1,0,0,27,0,73.45325,0,0,0,0,0,0,0,0,0,0,29,0,0,20,0,9,0,0,0,0
742,0,0,0,0,0,3.771030864197531,68.218,9,20,17,0,0,0,0,0,0,6,0,0,0,22,0,3,0,286,85,340,859.9890308641975,0,0,0,0,53,0,2,0,0,0,87,0,0,585,0,15,0,0,0,0
37,0,0,0,0,0,1.372,2.361,0,1,1,0,0,0,12,0,0,0,0,0,17,0,0,14,0,0,6,0,54.733000000000004,0,0,0,0,0,0,0,0,0,0,23,0,0,14,0,0,0,0,0,0
114,0,0,0,0,0,2.48,6.837,5,7,5,0,0,1,2,0,0,0,0,0,70,0,0,5,8,0,31,0,143.317,0,0,0,0,15,0,0,0,0,0,38,0,0,51,0,10,0,0,0,0
35,0,0,0,0,1,1.361,1.361,0,1,1,0,0,0,8,0,0,0,0,0,9,0,0,20,0,0,6,0,48.722,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,1,0,0,0,0
8,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14.882,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1
25,0,0,1,0,0,1.4005,1.605,0,1,1,0,0,1,1,0,0,12,0,0,0,0,0,5,0,0,10,0,35.0055,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,0,0
29,0,0,0,0,0,0.789,0.789,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,8,0,15,0,34.578,1,0,0,0,4,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0
183,0,0,0,0,0,3.0628108108108107,34.006,12,4,8,4,4,0,12,0,0,21,0,0,58,0,2,16,0,0,86,0,264.0688108108108,0,0,0,0,72,0,2,0,0,0,66,0,11,8,0,20,2,0,0,2
101,0,0,1,0,0,2.4008000000000003,5.618,0,10,5,0,0,0,2,0,0,61,0,0,0,0,0,5,0,0,35,0,127.0188,0,0,0,0,0,0,0,0,0,0,55,0,0,46,0,0,0,0,0,0
260,0,0,0,0,0,1.4538076923076924,4.367,0,6,6,3,3,2,0,0,0,128,0,0,29,0,0,1,0,0,102,0,285.82080769230765,0,0,0,0,0,17,17,0,0,0,41,0,14,142,0,24,2,0,0,3
88,0,0,0,0,0,1.7409999999999999,3.141,0,9,0,2,1,0,12,0,0,0,0,0,0,5,0,17,0,0,66,0,116.882,1,0,0,0,0,0,0,0,0,0,76,0,0,0,0,9,0,0,2,0
521,0,0,0,0,0,3.1192875,25.646,64,32,17,5,5,0,2,0,32,115,0,0,69,35,0,5,13,7,235,10,674.7652875,0,0,0,1,232,38,29,0,0,0,143,0,14,22,0,32,6,0,0,4
149,0,0,0,0,0,4.3069999999999995,25.074,1,5,4,1,1,0,12,0,0,0,0,0,103,0,0,16,0,0,30,0,202.381,0,0,0,0,5,0,0,0,0,0,44,0,0,88,0,10,1,0,0,1
43,0,0,0,0,0,1.7409999999999999,3.141,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,20,0,0,23,0,66.882,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,2,0,0,0,0
15,0,1,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,2,0,28.881999999999998,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,2.079,10.404,2,7,6,0,0,0,2,1,3,70,0,0,5,1,1,8,4,1,104,1,228.483,0,0,0,0,6,6,27,0,0,7,53,0,27,52,0,20,1,0,0,0
120,1,0,0,0,0,0.988375,2.231,2,5,10,1,1,0,6,0,0,41,0,0,4,0,0,18,4,4,45,4,148.219375,0,0,0,0,8,15,0,0,0,0,64,0,0,20,0,5,0,0,8,0
54,0,0,0,0,0,2.03575,2.518,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,14,23,0,17,0,76.55375000000001,0,0,0,0,0,0,0,0,0,0,36,0,0,14,0,4,0,0,0,0
211,0,0,0,1,0,0.8208846153846154,2.06,10,15,6,2,2,0,4,0,0,57,0,0,6,0,0,24,0,3,104,17,253.88088461538462,0,0,0,0,32,0,10,0,0,0,78,0,23,31,0,20,1,0,16,0
958,0,0,0,0,0,1.834936170212766,20.69,39,21,15,1,1,1,0,0,9,335,0,0,248,0,0,1,12,3,314,36,1058.5249361702126,0,0,0,0,146,152,39,0,0,0,90,0,15,480,0,36,0,0,0,0
99,0,0,1,0,0,1.8869166666666668,5.151,2,4,4,0,0,0,12,0,0,0,0,0,61,0,0,19,0,0,20,0,130.03791666666666,0,0,0,0,7,0,0,0,0,0,42,0,9,39,0,3,0,0,0,0
150,0,0,0,0,0,1.6683809523809525,2.835,0,6,5,0,0,0,3,0,0,0,0,0,0,0,0,8,107,0,35,0,168.50338095238095,0,0,0,0,0,0,0,0,0,0,43,0,0,92,0,15,0,0,0,0
99,0,0,0,0,0,1.0907692307692307,2.611,5,1,5,0,0,0,12,0,0,33,0,0,3,0,1,16,0,0,46,0,125.70176923076923,0,0,0,0,18,0,25,0,0,0,37,0,6,2,0,5,6,0,0,0
437,0,0,0,0,0,0.9082641509433962,2.232,27,39,8,4,4,0,11,0,3,88,0,0,167,0,0,17,0,0,162,0,533.1402641509434,0,1,0,0,88,0,5,0,0,0,127,0,11,149,1,29,2,0,23,1
169,0,0,0,0,0,1.54552,21.864,10,8,1,1,1,0,0,0,0,80,0,0,18,0,3,1,0,0,67,0,213.40952,0,0,0,0,34,0,4,1,0,0,56,0,0,59,0,14,1,0,0,0
47,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,20,18,0,0,0,0,0,0,0,1,0,0,0,0,0,46,0,89.882,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,1,0,0,2,19
25,0,0,1,0,0,1.7409999999999999,3.141,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,14,0,0,11,0,43.882,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,9.882,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,8.882,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
209,1,0,0,0,0,2.1583809523809525,13.131,13,14,15,1,1,0,13,0,24,25,0,0,8,6,0,16,0,11,110,9,281.28938095238095,0,0,0,0,48,28,2,0,0,0,96,0,0,5,0,29,1,0,0,0
37,1,0,0,0,0,1.028,1.552,0,1,3,0,0,0,2,0,0,0,0,0,22,0,0,7,2,0,4,2,45.58,0,0,0,0,0,0,0,0,0,0,18,0,0,19,0,0,0,0,0,0
31,0,0,0,0,0,1.2032500000000002,1.713,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,23,0,7,0,36.91625,0,0,0,0,0,0,0,0,0,0,11,0,0,20,0,0,0,0,0,0
256,0,0,0,0,0,2.433333333333333,3.87,29,11,10,0,0,0,12,0,0,0,0,0,112,0,0,17,73,0,54,0,324.30333333333334,0,0,0,0,88,0,0,0,0,0,76,0,0,70,0,22,0,0,0,0
55,0,0,1,0,0,1.2905,1.531,2,0,3,0,0,0,2,2,0,6,0,0,7,4,1,5,0,0,26,4,65.8215,0,0,0,0,7,0,2,0,0,0,41,0,0,0,0,4,1,0,0,0
408,0,0,0,0,0,1.1179516129032259,4.778,9,8,5,2,2,2,0,0,8,8,0,0,251,0,0,6,0,0,140,0,446.8959516129032,0,0,0,0,32,0,29,0,0,0,76,0,40,209,0,21,4,0,0,2
298,0,0,0,0,0,2.159076923076923,13.123,4,1,7,4,5,0,0,0,0,30,0,0,90,33,1,2,0,29,114,0,335.28207692307694,0,0,0,0,13,0,7,0,0,1,61,0,20,142,0,43,12,0,0,0
4,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8.882,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
94,0,0,0,1,0,1.3834117647058823,2.861,2,4,4,0,0,0,7,0,0,30,0,0,19,0,0,10,6,0,25,4,116.24441176470589,0,0,0,0,6,4,3,0,0,0,35,0,0,45,0,0,1,0,0,0
26,0,0,1,0,0,1.803,1.803,0,1,1,0,0,0,12,0,0,6,0,0,0,0,0,14,0,0,6,0,44.606,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,1,0,0,0,0
26,0,0,0,0,0,1.7409999999999999,3.141,0,1,1,1,1,0,12,0,0,0,0,0,0,0,0,14,2,0,10,0,46.882,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,1,0,0,0,1
12,0,0,0,0,0,1.7409999999999999,3.141,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,6,0,19.881999999999998,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,1.0582,2.556,8,9,5,0,0,0,0,0,3,17,0,0,5,5,0,1,0,2,42,2,102.6142,0,0,0,0,26,0,4,0,0,0,34,0,6,0,0,3,4,0,0,0
27,0,0,1,0,0,1.7076666666666667,2.339,0,2,2,0,0,1,0,0,0,0,0,0,15,0,0,1,0,0,11,0,37.04666666666667,0,0,0,0,0,0,0,0,0,0,16,0,0,9,0,2,0,0,0,0
28,0,0,1,0,0,1.7409999999999999,3.141,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,21,0,0,7,0,46.882,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
224,0,0,0,0,0,2.7651714285714286,62.938,0,4,1,0,0,0,2,0,0,0,0,0,81,0,0,18,0,0,125,0,296.7031714285714,0,0,0,0,0,0,0,0,0,66,71,0,0,78,0,9,0,0,0,0
100,0,1,0,0,0,1.6514,3.158,0,10,5,0,0,0,3,0,0,0,0,0,49,4,0,9,0,0,38,0,122.8094,0,0,0,0,0,0,0,0,0,0,47,0,0,42,0,11,0,0,0,0
12,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,3,0,23.881999999999998,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
62,0,0,0,0,0,1.724625,3.225,0,2,2,0,0,2,1,0,0,0,0,0,19,0,0,5,28,0,10,0,73.949625,0,0,0,0,0,0,0,0,0,0,19,0,0,41,0,2,0,0,0,0
27,0,0,1,0,0,1.9733333333333334,2.421,0,3,2,0,0,0,2,0,0,7,0,0,4,0,0,7,0,0,9,0,39.394333333333336,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,1,0,0,0,0
27,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,12,0,43.882,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6.882,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
770,0,0,0,0,1,1.7483145695364237,2.62,0,22,6,0,0,292,1,0,0,8,0,0,599,56,0,4,0,24,79,0,1096.3683145695363,0,0,0,0,0,0,0,0,0,0,73,0,0,672,0,25,0,0,0,0
107,0,0,0,0,0,2.0372500000000002,7.187,5,13,9,0,0,0,10,0,3,17,0,0,11,0,0,24,2,0,53,0,156.22424999999998,0,0,0,0,17,0,4,0,0,0,74,0,7,0,0,7,1,0,0,0
132,0,0,0,0,0,5.214727272727273,22.952,7,16,14,0,0,0,12,0,0,29,0,0,23,0,0,18,0,0,62,0,209.16672727272726,0,0,0,0,24,0,4,0,0,0,81,0,19,0,0,1,3,0,0,0
229,0,0,0,0,0,1.743285714285714,9.177,0,16,15,3,3,0,0,0,0,0,0,0,40,118,0,1,0,0,70,0,276.9202857142857,0,0,0,0,0,7,0,0,0,0,79,0,0,126,0,16,0,0,0,1
145,0,0,1,0,0,2.570086956521739,8.784,0,10,8,1,1,1,0,0,0,2,0,0,11,72,0,2,0,2,55,2,179.35408695652174,0,0,0,0,0,0,5,0,0,0,45,0,6,72,0,18,0,0,0,0
99,0,0,0,0,0,2.2487272727272725,15.126,3,6,4,0,0,0,0,0,0,0,0,0,50,0,0,2,1,0,47,0,130.37472727272728,0,0,0,0,10,0,7,0,0,0,30,0,32,12,0,9,0,0,0,0
327,0,0,0,0,0,1.9200652173913042,4.729,0,24,0,0,0,0,11,0,0,0,0,0,250,0,0,15,0,0,62,0,368.6490652173913,0,0,0,0,0,0,0,0,0,0,93,0,0,230,0,4,0,0,0,0
136,0,0,0,0,0,1.7012631578947368,3.079,6,6,5,2,2,0,0,0,0,0,0,0,16,0,0,1,0,88,31,0,161.78026315789475,0,0,0,0,19,0,1,0,0,0,33,0,0,75,0,6,1,0,0,1
7,1,0,0,0,0,1.7409999999999999,3.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,11.882,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
26,0,0,1,0,0,2.214,2.698,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,5,10,0,12,0,40.912,0,0,0,0,0,0,0,0,0,0,20,0,0,7,0,0,0,0,0,0
59,0,0,1,0,0,1.039,1.039,0,4,3,2,2,0,12,0,0,2,0,0,2,5,0,17,0,0,33,0,85.078,0,0,0,0,0,5,0,0,0,0,46,0,0,2,0,4,0,0,0,2
12,0,0,0,0,0,1.7409999999999999,3.141,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,28.881999999999998,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
128,0,1,0,0,0,3.0915,13.825,11,10,13,0,0,0,2,0,6,5,0,0,42,0,0,6,2,10,57,0,180.91649999999998,0,0,0,0,39,0,1,0,0,0,67,0,6,2,0,12,1,0,0,0
76,0,0,0,0,0,1.0187272727272727,1.649,0,2,2,0,0,1,0,0,0,21,0,0,25,0,0,1,0,0,29,0,83.66772727272728,0,0,0,0,0,12,0,0,0,0,18,0,0,40,0,6,0,0,0,0
